item_id,description,item_class,retail_1,last_unit_cost,category
EXET56,EXETER 5 x 6 SECTION,Non-stock item,184.35,101.39,section_panel
EXET66,EXETER 6 x 6 SECTION,Non-stock item,195.18,107.35,section_panel
EXETG43,EXETER GATE 4 x 3 OPEN,Non-stock item,230.66,115.33,gate
EXETG44,EXETER GATE 4 x 4 OPEN,Non-stock item,250.0,125.0,gate
EXETG45,EXETER GATE 4 x 5 OPEN,Non-stock item,272.0,136.0,gate
EXETG53,EXETER GATE 5 x 3 OPEN,Non-stock item,244.0,122.0,gate
EXETG54,EXETER GATE 5 x 4 OPEN,Non-stock item,262.0,131.0,gate
EXETG55,EXETER GATE 5 x 5 OPEN,Non-stock item,290.0,145.0,gate
EXETG63,EXETER GATE 6 x 3 OPEN,Non-stock item,260.0,130.0,gate
EXETG64,EXETER GATE 6 x 4 OPEN,Non-stock item,280.0,140.0,gate
EXETG65,EXETER GATE 6 x 5 OPEN,Non-stock item,308.0,154.0,gate
EZTRACK,Alum internal track 30' 6 In #,Non-stock item,813.95,350.0,aluminum
FAIRFIELD,Fairfield II arbor,Non-stock item,857.73,471.75,other
FCU,FINANCE CHARGES,Non-stock item,0.0,0.0,labor_charge
FENCESERT,FENCESERT DECORATIVE ALUMINUM,Non-stock item,225.46,159.99,aluminum
finance charge,,Non-stock item,0.0,0.0,labor_charge
FJ248C,2 x 4 x 8 CEDAR FINGER JOINTED,Non-stock item,17.34,8.67,wood
FL130B,BFT PHOTO CELL SMALL BLACK NON,Non-stock item,104.62,68.0,other
FL138,PRESSED STEEL GATE FORK 1-3/8,Non-stock item,9.05,1.81,gate
FL158,P/S GATE FORK 1-5/8,Non-stock item,9.15,1.83,gate
FL200,PRESSED STEEL GATE FORK 2 in.,Non-stock item,8.0,1.6,gate
FL250,PRESSED STEEL GATE FORK 2-1/2,Non-stock item,9.35,1.87,gate
FL300,PRESSED STEEL GATE FORK 3 in.,Non-stock item,11.6,2.32,gate
FL400,PRESSED STEEL GATE FORK 4 in.,Non-stock item,13.4,2.68,gate
FLAT3,3 FLATBUSH CUSTOM WOOD,Non-stock item,126.8,88.76,section_panel
FLAT35,42 in FLATBUSH CUSTOM WOOD,Non-stock item,138.0,96.6,section_panel
FLAT4,4 FLATBUSH CUSTOM WOOD,Non-stock item,138.0,96.6,section_panel
FLC138,1-3/8 x 1-3/8 FORK LATCH COMPL,Non-stock item,23.55,4.71,gate
FLC152,2 x 1-5/8 FORK LATCH COMPLETE,Non-stock item,20.3,4.06,gate
FLC1525,2-1/2 x 1-5/8 FORK LATCH COMPL,Non-stock item,21.65,4.33,gate
FLC158,1-5/8 x 1-3/8 FORK LATCH COMPL,Non-stock item,21.45,4.29,gate
FLC200,2 x 1-3/8 FORK LATCH COMPLETE,Non-stock item,22.5,4.5,gate
FLC250,2-1/2 x 1-3/8 FORK LATCH COMPL,Non-stock item,23.85,4.77,gate
FP325,FENCE POST 3-1/4 x 3-1/4 PVC,Non-stock item,2.87,1.58,post
FP325A,FENCE POST 3-1/4 x 3-1/4 PVC A,Non-stock item,3.16,1.74,post
FP325G,FENCE POST 3-1/4 x 3-1/4 PVC G,Non-stock item,3.16,1.74,post
FP350,FENCE POST 3-1/2 x 3-1/2 PVC .,Non-stock item,3.42,1.88,post
FP350A,FENCE POST 3-1/2 x 3-1/2 PVC A,Non-stock item,3.76,2.07,post
FP350G,FENCE POST 3-1/2 x 3-1/2 PVC G,Non-stock item,3.76,2.07,post
FP44,FENCE POST 4 x 4 PVC .165,Non-stock item,4.45,2.45,post
FP44A,FENCE POST 4 x 4 PVC ALM,Non-stock item,4.9,2.7,post
FP44G,FENCE POST 4 x 4 PVC GRAY,Non-stock item,4.9,2.7,post
FP55,5 x 5 FENCE POST PVC,Non-stock item,4.02,2.21,post
FP55A,5 x 5 FENCE POST PVC almond co,Non-stock item,4.42,2.43,post
FP55AD,5 x 5 FENCE POST PVC adobe col,Non-stock item,4.62,2.54,post
FP55G,5 x 5 FENCE POST PVC gray colo,Non-stock item,4.42,2.43,post
FP55H,5 x 5 HEAVY FENCE POST PVC whi,Non-stock item,6.49,3.57,post
FP55HA,5 x 5 HEAVY FENCE POST PVC alm,Non-stock item,7.14,3.93,post
FP55HAD,5 x 5 HEAVY FENCE POST PVC ado,Non-stock item,0.0,4.11,post
FP55HG,5 x 5 HEAVY FENCE POST PVC GRA,Non-stock item,7.14,3.93,post
FP55X,5X5 Fence Post Pvc co-x,Non-stock item,3.91,2.15,post
FREIGHT,FREIGHT,Charge item,0.0,,labor_charge
FT13,#13 Fence ties Bag 9ga x 6-1/2,Non-stock item,17.93,5.38,other
FT14,9ga. X 14in straight fence tie,Non-stock item,46.27,13.88,other
FT146,6ga. X 14in straight fence tie,Non-stock item,37.5,11.25,other
FT16,#16 Fence Ties bag 9ga x 8-1/4,Non-stock item,20.4,6.12,other
FT23,#23 Fence Ties Bag 6ga x 6-1/2,Non-stock item,32.17,9.65,other
FT26,#26 Fence Ties Bag 6ga x 8-1/4,Non-stock item,41.07,12.32,other
FW100,100' ROLL FENCE WEAVE,Non-stock item,0.0,0.0,other
FW250,250' ROLL FENCE WEAVE,Non-stock item,94.5,47.25,other
G138106,"1-3/8  x 10'6"""" SS15 PIPE GALV",Non-stock item,19.51,8.59,chain_link
G13821,1-3/8  x 21 SS15 PIPE GALV. .0,Non-stock item,34.71,17.01,chain_link
G138F,1-3/8 CUT SS15 .072 - PER FT,Non-stock item,1.84,0.81,other
G158106,"1-5/8 x 10'6"""" SS15 PIPE GALV.",Non-stock item,24.81,10.92,chain_link
G15821,1-5/8 x 21 SS15 PIPE GALV. .07,Non-stock item,44.14,21.63,chain_link
G15824,1-5/8 x 24 SS15 PIPE GALV. .07,Non-stock item,50.45,24.72,chain_link
G1586,1-5/8 x 6 SS15 PIPE GALV. .074,Non-stock item,14.05,6.18,chain_link
G1587,1-5/8 x 7 SS15 PIPE GALV. .074,Non-stock item,16.39,7.21,chain_link
G1588,1-5/8 x 8 SS15 PIPE GALV. .074,Non-stock item,18.73,8.24,chain_link
G158F,1-5/8 CUT SS15 .074 - PER FT,Non-stock item,2.34,1.03,other
G2106,"2 x 10'6"""" SS15 PIPE GALV. .07",Non-stock item,29.11,12.81,chain_link
G221,2 x 21 SS15 PIPE GALV. .074,Non-stock item,52.29,25.62,chain_link
G224,2 x 24 SS15 PIPE GALV. .074,Non-stock item,59.76,29.28,chain_link
G25106,2-1/2 x 10' 6  SS15 PIPE GALV.,Non-stock item,34.6,15.23,chain_link
G2512,2-1/2 x 12'  SS15 PIPE GALV. .,Non-stock item,39.55,17.4,chain_link
G2521,2-1/2  x  21' SS15 GALV. PIPE,Non-stock item,62.14,30.45,chain_link
G2524,2-1/2  x  24' SS15 GALV. PIPE,Non-stock item,71.02,34.8,chain_link
G256,2-1/2 x 6  SS15 PIPE GALV. .07,Non-stock item,19.77,8.7,chain_link
G257,2-1/2 x 7  SS15 PIPE GALV. .07,Non-stock item,23.07,10.15,chain_link
G258,2-1/2 x 8  SS15 PIPE GALV. .07,Non-stock item,26.36,11.6,chain_link
G25F,2-1/2 CUT SS15 .076 - PER FT,Non-stock item,3.3,1.45,other
G26,2 x 6 SS15 PIPE GALV. .074,Non-stock item,16.64,7.32,chain_link
G27,2 x 7 SS15 PIPE GALV. .074,Non-stock item,19.41,8.54,chain_link
G28,2 x 8 SS15 PIPE GALV. .074,Non-stock item,22.18,9.76,chain_link
G2F,2 in. CUT SS15 .072 - PER FT,Non-stock item,2.77,1.22,other
GA400,4 in GUIDE ASSEMBLY FOR OVERHE,Non-stock item,63.64,35.0,other
GA658,6-5/8 in GUIDE ASSEMBLY FOR OV,Non-stock item,120.73,66.4,other
GAL19SQ,1X9 GA. GALV WIRE PER FOOT,Non-stock item,4.68,1.87,chain_link
GAL2116,6' 2-3/8  x  11-1/2ga. MESH,Non-stock item,4.56,2.28,chain_link
GAL2610,Galvanized Wire Per Foot 2  x,Non-stock item,32.65,16.0,chain_link
GAL2612,Galvanized Wire Per Foot 2  x,Non-stock item,39.18,19.2,chain_link
GAL264,Galvanized Wire Per Foot 2  x,Non-stock item,13.06,6.4,chain_link
GAL265,Galvanized Wire Per Foot 2  x,Non-stock item,16.33,8.0,chain_link
GAL266,Galvanized Wire Per Foot 2 x 6,Non-stock item,19.59,9.6,chain_link
GAL268,Galvanized Wire Per Foot 2 x 6,Non-stock item,26.12,12.8,chain_link
GAL2910,Galvanized Wire Per Foot 2 x 9,Non-stock item,18.0,7.2,chain_link
GAL291050,Galvanized Wire 2 x 9ga. x 10,Non-stock item,631.58,360.0,chain_link
GAL2912,Galvanized Wire Per Foot 2 x 9,Non-stock item,21.6,8.64,chain_link
GAL291250,Galvanized Wire 2 x 9ga. x 12,Non-stock item,757.89,432.0,chain_link
GAL293,Galvanized Wire Per Foot 2 x 9,Non-stock item,5.4,2.16,chain_link
GAL2935,Galvanized Wire Per Foot 2 x 9,Non-stock item,6.3,2.52,chain_link
GAL29350,Galvanized Wire 2  x  9ga.  x,Non-stock item,189.47,108.0,chain_link
GAL293550,Galvanized Wire  2 x 9ga. x 3-,Non-stock item,221.05,126.0,chain_link
GAL294,Galvanized Wire Per Foot 2 x 9,Non-stock item,7.2,2.88,chain_link
GAL29450,Galvanized Wire 2 x 9ga. x 4 x,Non-stock item,252.63,144.0,chain_link
GAL295,Galvanized Wire Per Foot 2 x 9,Non-stock item,9.0,3.6,chain_link
GAL29550,Galvanized Wire 2 x 9ga. x 5 x,Non-stock item,315.79,180.0,chain_link
GAL296,Galvanized Wire Per Foot 2 x 9,Non-stock item,10.8,4.32,chain_link
GAL29650,Galvanized Wire 2 x 9ga. x 6 x,Non-stock item,378.95,216.0,chain_link
GAL297,Galvanized Wire Per Foot 2 x 9,Non-stock item,12.6,5.04,chain_link
GAL29750,Galvanized Wire 2 x 9ga. x 7 x,Non-stock item,442.11,252.0,chain_link
GAL298,Galvanized Wire Per Foot 2 x 9,Non-stock item,14.4,5.76,chain_link
GAL29850,Galvanized Wire 2 x 9ga. x 8 x,Non-stock item,505.26,288.0,chain_link
GAL29SQ,2X9 GA. GALV WIRE PER FOOT,Non-stock item,1.8,0.72,chain_link
galvpost10,galvanized sign post 10' used,Non-stock item,34.29,24.0,post
galvpost3,galvanized sign post 3' used w,Non-stock item,12.36,8.65,post
GATE LATCH,,Non-stock item,0.0,0.0,gate
GC138,1-3/8 GATE CLIP,Non-stock item,0.96,0.43,gate
GCT,GATE CLIP TOOL,Non-stock item,44.1,22.05,gate
GEO34,GEORGETOWN 3 x 4 SECTION,Non-stock item,102.51,56.38,section_panel
GEO354,GEORGETOWN 42 x 4 SECTION,Non-stock item,112.78,62.03,section_panel
GEO356,GEORGETOWN 42 x 6 SECTION,Non-stock item,173.89,95.64,section_panel
GEO36,GEORGETOWN 3 x 6 SECTION,Non-stock item,157.71,86.74,section_panel
GEO44,GEORGETOWN 4 x 4 SECTION,Non-stock item,112.8,62.04,section_panel
GEO46,GEORGETOWN 4 x 6 SECTION,Non-stock item,173.95,95.67,section_panel
GEOG33,GEORGETOWN GATE 3 x 3 OPEN,Non-stock item,168.22,84.11,gate
GEOG34,GEORGETOWN GATE 3 x 4 OPEN,Non-stock item,193.12,96.56,gate
GEOG35,GEORGETOWN GATE 3 x 5 OPEN,Non-stock item,218.0,109.0,gate
GEOG353,GEORGETOWN GATE 42 x 3 OPEN,Non-stock item,179.2,89.6,gate
GEOG354,GEORGETOWN GATE 42 x 4 OPEN,Non-stock item,205.38,102.69,gate
GEOG355,GEORGETOWN GATE 42 x 5 OPEN,Non-stock item,233.5,116.75,gate
GEOG43,GEORGETOWN GATE 4 x 3 OPEN,Non-stock item,181.76,90.88,gate
GEOG44,GEORGETOWN GATE 4 x 4 OPEN,Non-stock item,207.94,103.97,gate
GEOG45,GEORGETOWN GATE 4 x 5 OPEN,Non-stock item,236.06,118.03,gate
GG10D,10' chainlink fence complete w,Non-stock item,26.1,10.45,chain_link
GG12D,12' chainlink fence complete w,Non-stock item,30.79,12.36,chain_link
GG4A,4' chainlink fence complete wi,Non-stock item,12.93,5.21,chain_link
GG4B,4' chainlink fence complete wi,Non-stock item,13.16,5.33,chain_link
GG4C,4' chainlink fence complete wi,Non-stock item,12.18,4.9,chain_link
GG4D,4' chainlink fence complete wi,Non-stock item,12.75,5.01,chain_link
GG5A,5' chainlink fence complete wi,Non-stock item,14.99,6.04,chain_link
GG5B,5' chainlink fence complete wi,Non-stock item,15.27,6.18,chain_link
GG5C,5' chainlink fence complete wi,Non-stock item,14.66,5.82,chain_link
GG5D,5' chainlink fence complete wi,Non-stock item,15.29,6.05,chain_link
GG6A,6' chainlink fence complete wi,Non-stock item,17.05,6.88,chain_link
GG6B,6' chainlink fence complete wi,Non-stock item,17.37,7.03,chain_link
GG6C,6' chainlink fence complete wi,Non-stock item,16.77,6.68,chain_link
GG6D,6' chainlink fence complete wi,Non-stock item,17.45,6.93,chain_link
GG7D,7' chainlink fence complete wi,Non-stock item,20.16,8.05,chain_link
GG8D,8' chainlink fence complete wi,Non-stock item,21.96,8.77,chain_link
GH200,GRAVITY HINGE 2 in,Non-stock item,30.65,12.26,gate
GH250,GRAVITY HINGE 2-1/2 in,Non-stock item,30.65,12.26,gate
GHB,MALLAEBLE GATE HOLD BACK,Non-stock item,19.05,11.43,gate
GL10,HARVEY GATE LATCH with bands,Non-stock item,17.0,8.5,gate
GL104,#104 W/CORD UNIVERSAL GATE LAT,Non-stock item,10.63,4.25,gate
GL114,DELUX UNIVERSAL WOOD GATE LATC,Non-stock item,14.98,5.99,gate
GL231,231 H. DUTY GATE LATCH,Non-stock item,18.88,7.55,gate
GLASS3,"42"""" High x 36"""" Glass Railing",Non-stock item,317.0,118.5,other
GLASS4,"42"""" High x 48"""" Glass Railing",Non-stock item,385.26,152.63,other
GLASS5,"42"""" High x 60"""" Glass Railing",Non-stock item,429.2,174.6,other
GLASS6,"42"""" High x 72"""" Glass Railing",Non-stock item,465.04,192.52,other
GLIDER,GLIDER,Non-stock item,718.18,395.0,other
GLUE,GLUE CAPS,Non-stock item,0.72,0.36,other
GMATE,gate mate gate latch zinc,Non-stock item,0.0,0.0,gate
GOLDBAR,Gold breakaway bar with screws,Non-stock item,10.5,7.35,other
GOOSE,"DIRECT BURIAL GOOSE NECK 2"""" S",Non-stock item,111.38,72.4,other
GR126,GUARDRAIL 12'6 x 12 GA,Non-stock item,246.86,125.9,other
GRB15,1-1/2 x 5/8 guardrail bolt wit,Non-stock item,3.82,1.95,other
GRB2,2 x 5/8 guardrail bolt with nu,Non-stock item,4.9,2.5,other
GRBUFF,guard rail 12ga small buffer t,Non-stock item,162.35,82.8,other
GRF,GUARD RAIL FLAIR END,Non-stock item,124.24,63.36,other
GRFWR,FULL ROUND FLAIR DOUBLE WRAP,Non-stock item,162.16,82.7,other
GRN58,5/8 GUARDRAIL NUT ONLY,Non-stock item,1.88,0.96,other
GRWASH,WASHERS FOR GUARD RAIL,Non-stock item,2.45,1.25,other
GRWR,GUARD RAIL FULL WRAP,Non-stock item,155.29,79.2,other
GS158,GALV. DRY WALL SCREW 1-5/8 IN.,Non-stock item,4.42,2.21,chain_link
GS18,H.D. 18 in. GATE SCROLL,Non-stock item,6.91,3.11,gate
GS24,H.D. 24 in. GATE SCROLL,Non-stock item,14.44,6.5,gate
GS250,GALV. DRY WALL SCREW 2-1/2 in.,Non-stock item,3.0,1.5,chain_link
GS300,GALV. DRY WALL SCREW 3 in.,Non-stock item,5.0,1.5,chain_link
GS350,GALV. DRY WALL SCREW 3-1/2 IN.,Non-stock item,7.37,2.21,chain_link
GV10D,10' chainlink fence complete w,Non-stock item,21.85,8.75,chain_link
GV12D,12' chainlink fence complete w,Non-stock item,25.69,10.32,chain_link
GV4A,4' chainlink fence complete wi,Non-stock item,11.23,4.53,chain_link
GV4B,4' chainlink fence complete wi,Non-stock item,11.46,4.65,chain_link
GV4C,4' chainlink fence complete wi,Non-stock item,10.48,4.22,chain_link
GV4D,4' chainlink fence complete wi,Non-stock item,11.05,4.33,chain_link
GV5A,5' chainlink fence complete wi,Non-stock item,12.86,5.19,chain_link
GV5B,5' chainlink fence complete wi,Non-stock item,13.14,5.33,chain_link
GV5C,5' chainlink fence complete wi,Non-stock item,12.54,4.97,chain_link
GV5D,5' chainlink fence complete wi,Non-stock item,13.16,5.2,chain_link
GV6A,6' chainlink fence complete wi,Non-stock item,14.5,5.86,chain_link
GV6B,6' chainlink fence complete wi,Non-stock item,14.82,6.01,chain_link
GV6C,6' chainlink fence complete wi,Non-stock item,14.22,5.66,chain_link
GV6D,6' chainlink fence complete wi,Non-stock item,14.9,5.91,chain_link
GV7D,7' chainlink fence complete wi,Non-stock item,17.18,6.86,chain_link
GV8D,8' chainlink fence complete wi,Non-stock item,18.56,7.41,chain_link
GW4,4 in GRINDING WHEEL,Non-stock item,0.0,0.0,other
GW7,7 in GRINDING WHEEL,Non-stock item,0.0,0.0,other
GWG43,4 x 36 WALK GATE GALV. F/O,Non-stock item,101.15,14.45,gate
GWG43S,4 x 36 WALK GATE GALV. STRUNG,Non-stock item,234.43,33.49,gate
GWG44,4 x 48 WALK GATE GALV. F/O,Non-stock item,112.49,16.07,gate
GWG442,4 x 42 WALK GATE GALV. F/O,Non-stock item,106.82,15.26,gate
GWG442S,4 x 42 WALK GATE GALV. STRUNG,Non-stock item,250.18,35.74,gate
GWG44S,4 x 48 WALK GATE GALV. STRUNG,Non-stock item,265.93,37.99,gate
GWG53,5 x 36 WALK GATE GALV. F/O,Non-stock item,107.73,15.39,gate
GWG53S,5 x 36 WALK GATE GALV. STRUNG,Non-stock item,274.61,39.23,gate
GWG54,5 x 48 WALK GATE GALV. F/O,Non-stock item,124.74,17.82,gate
GWG542,5 x 42 WALK GATE GALV. F/O,Non-stock item,116.24,16.61,gate
GWG542S,5 x 42 WALK GATE GALV. STRUNG,Non-stock item,295.72,42.25,gate
GWG54S,5 x 48 WALK GATE GALV. STRUNG,Non-stock item,316.82,45.26,gate
GWG63,6 x 36 WALK GATE GALV. F/O,Non-stock item,119.07,17.01,gate
GWG63S,6 x 36 WALK GATE GALV. STRUNG,Non-stock item,323.47,46.21,gate
GWG64,6 x 48 WALK GATE GALV. F/O,Non-stock item,136.08,19.44,gate
GWG642,6 x 42 WALK GATE GALV. F/O,Non-stock item,127.58,18.23,gate
GWG642S,6 x 42 WALK GATE GALV. STRUNG,Non-stock item,347.1,49.59,gate
GWG64S,6 x 48 WALK GATE GALV. STRUNG,Non-stock item,370.72,52.96,gate
HAM4A,HAMPTON 4 x 8 scallop sec. whi,Non-stock item,256.26,127.58,section_panel
HAM4AA,HAMPTON 4 x 8 scallop sec almo,Non-stock item,342.18,173.98,section_panel
HAM4B,HAMPTON STEPPED 4 x 8 sec whit,Non-stock item,256.26,127.58,section_panel
HAM4BA,HAMPTON STEPPED 4 x 8 sec almo,Non-stock item,342.18,173.98,section_panel
HAM4C,HAMPTON STRAIGHT 4 x 8 sec whi,Non-stock item,256.26,127.58,section_panel
HAM4CA,HAMPTON STRAIGHT 4 x 8 sec. al,Non-stock item,342.18,173.98,section_panel
HAM5A,HAMPTON 5 x 8 scallop sec. whi,Non-stock item,285.19,143.2,section_panel
HAM5AA,HAMPTON 5 x 8 scallop sec. alm,Non-stock item,309.85,156.52,section_panel
HAM5B,HAMPTON STEPPED 5 x 8 sec whit,Non-stock item,285.19,143.2,section_panel
HAM5BA,HAMPTON STEPPED 5 x 8 sec almo,Non-stock item,309.85,156.52,section_panel
HAM5C,HAMPTON STRAIGHT 5 x 8 sec whi,Non-stock item,285.19,143.2,section_panel
HAM5CA,HAMPTON STRAIGHT 5 x 8 sec alm,Non-stock item,309.85,156.52,section_panel
HAM6A,HAMPTON 6 x 8 SCALLOP sec whit,Non-stock item,289.04,145.28,section_panel
HAM6AA,HAMPTON 6 x 8 SCALLOP sec almo,Non-stock item,314.09,158.81,section_panel
HAM6B,HAMPTON STEPPED 6 x 8 sec whit,Non-stock item,289.04,145.28,section_panel
HAM6BA,HAMPTON STEPPED 6 x 8 sec almo,Non-stock item,314.09,158.81,section_panel
HAM6C,HAMPTON STRAIGHT 6 x 8 sec whi,Non-stock item,289.04,145.28,section_panel
HAM6CA,HAMPTON STRAIGHT 6 x 8 sec alm,Non-stock item,314.09,158.81,section_panel
HAMG43A,HAMPTON SCAL GATE 4 x 3 open w,Non-stock item,319.76,104.88,gate
HAMG43AA,HAMPTON SCAL GATE 4 x 3 open a,Non-stock item,340.74,115.37,gate
HAMG43B,HAMPTON STEP GATE 4 x 3 open w,Non-stock item,319.76,104.88,gate
HAMG43C,HAMPTON STRA GATE 4 x 3 open w,Non-stock item,319.76,104.88,gate
HAMG43CA,HAMPTON STRA GATE 4 x 3 open a,Non-stock item,340.74,115.37,gate
HAMG44A,HAMPTON SCAL GATE 4 x 4 open w,Non-stock item,352.86,121.43,gate
HAMG44AA,HAMPTON SCAL GATE 4 x 4 open A,Non-stock item,377.15,133.57,gate
HAMG44B,HAMPTON STEP GATE 4 x 4 open w,Non-stock item,352.86,121.43,gate
HAMG44C,HAMPTON STRA GATE 4 x 4 open w,Non-stock item,352.86,121.43,gate
HAMG44CA,HAMPTON STRA GATE 4 x 4 open A,Non-stock item,377.15,133.57,gate
HAMG45A,HAMPTON SCAL GATE 4 x 5 open w,Non-stock item,385.96,137.98,gate
HAMG45AA,HAMPTON SCAL GATE 4 x 5 open a,Non-stock item,413.56,151.78,gate
HAMG45B,HAMPTON STEP GATE 4 x 5 open w,Non-stock item,385.96,137.98,gate
HAMG45C,HAMPTON STRA GATE 4 x 5 open w,Non-stock item,385.96,137.98,gate
HAMG45CA,HAMPTON STRA GATE 4 x 5 open A,Non-stock item,413.56,151.78,gate
HAMG53A,HAMPTON SCAL GATE 5 x 3 OPEN,Non-stock item,349.2,119.6,gate
HAMG53B,HAMPTON STEP GATE 5 x 3 OPEN,Non-stock item,349.2,119.6,gate
HAMG53C,HAMPTON STRA GATE 5 x 3 OPEN,Non-stock item,349.2,119.6,gate
HAMG54A,HAMPTON SCAL GATE 5 x 4 OPEN,Non-stock item,388.48,139.24,gate
HAMG54B,HAMPTON STEP GATE 5 x 4 OPEN,Non-stock item,388.48,139.24,gate
HAMG54C,HAMPTON STRA GATE 5 x 4 OPEN,Non-stock item,388.48,139.24,gate
HAMG55A,HAMPTON SCAL GATE 5 x 5 OPEN,Non-stock item,427.76,158.88,gate
HAMG55B,HAMPTON STEP GATE 5 x 5 OPEN,Non-stock item,427.76,158.88,gate
HAMG55C,HAMPTON STRA GATE 5 x 5 OPEN,Non-stock item,427.76,158.88,gate
HAMG63A,HAMPTON SCAL GATE 6 x 3 OPEN,Non-stock item,380.7,135.35,gate
HAMG63B,HAMPTON STEP GATE 6 x 3 OPEN,Non-stock item,380.7,135.35,gate
HAMG63C,HAMPTON STRA GATE 6 x 3 OPEN,Non-stock item,380.7,135.35,gate
HAMG64A,HAMPTON SCAL GATE 6 x 4 OPEN,Non-stock item,426.16,158.08,gate
HAMG64B,HAMPTON STEP GATE 6 x 4 OPEN,Non-stock item,426.16,158.08,gate
HAMG64C,HAMPTON STRA GATE 6 x 4 OPEN,Non-stock item,426.16,158.08,gate
HAMG65A,HAMPTON SCAL GATE 6 x 5 OPEN,Non-stock item,471.62,180.81,gate
HAMG65B,HAMPTON STEP GATE 6 x 5 OPEN,Non-stock item,471.62,180.81,gate
HAMG65C,HAMPTON STRA GATE 6 x 5 OPEN,Non-stock item,471.62,180.81,gate
HAMPKT4,4 HAMPTON PICKETS ONLY (27 pcs,Non-stock item,209.24,104.62,section_panel
HAMPKT4A,4 HAMPTON PICKETS ONLY (27 pcs,Stock item,270.4,135.2,section_panel
HAMPKT5,5 HAMPTON PICKETS ONLY (27 pcs,Non-stock item,220.48,110.24,section_panel
HAMPKT6,6 HAMPTON PICKETS ONLY (27 pcs,Non-stock item,224.64,112.32,section_panel
Hampton,new 4' Hampton Arverne,Non-stock item,27.0,0.0,section_panel
Hampton Gate,New Gates Arverne,Non-stock item,400.0,0.0,gate
HAMPTOP,1 x 8 HAMPTON TOPPER RED CEDAR,Non-stock item,135.36,67.68,section_panel
HAMPTOP2,2 x 8 HAMPTON TOPPER RED CEDAR,Non-stock item,206.88,103.44,section_panel
HAN34,HANNIBAL 3 x 4 SECTION,Non-stock item,72.22,39.72,section_panel
HAN354,HANNIBAL 42 x 4 SECTION,Non-stock item,76.44,42.04,section_panel
HAN356,HANNIBAL 42 x 6 SECTION,Non-stock item,116.58,64.12,section_panel
HAN36,HANNIBAL 3 x 6 SECTION,Non-stock item,110.73,60.9,section_panel
HAN44,HANNIBAL 4 x 4 SECTION,Non-stock item,79.84,43.91,section_panel
HAN46,HANNIBAL 4 x 6 SECTION,Non-stock item,122.47,67.36,section_panel
HANDISIGN,handicap sign,Non-stock item,17.86,12.5,other
HANG33,HANNIBAL GATE 3 x 3 OPEN,Non-stock item,154.22,77.11,gate
HANG34,HANNIBAL GATE 3 x 4 OPEN,Non-stock item,169.94,84.97,gate
HANG35,HANNIBAL GATE 3 x 5 OPEN,Non-stock item,182.98,91.49,gate
HANG353,HANNIBAL GATE 42 x 3 OPEN,Non-stock item,158.62,79.31,gate
HANG354,HANNIBAL GATE 42 x 4 OPEN,Non-stock item,176.18,88.09,gate
HANG355,HANNIBAL GATE 42 x 5 OPEN,Non-stock item,190.14,95.07,gate
HANG43,HANNIBAL GATE 4 x 3 OPEN,Non-stock item,165.88,82.94,gate
HANG44,HANNIBAL GATE 4 x 4 OPEN,Non-stock item,183.46,91.73,gate
HANG45,HANNIBAL GATE 4 x 5 OPEN,Non-stock item,199.28,99.64,gate
HANV44,HANVER 4 x 4 SECTION,Non-stock item,121.35,66.74,section_panel
HANV46,HANVER 4 x 6 SECTION,Non-stock item,179.38,98.66,section_panel
HANV54,HANVER 5 x 4 SECTION,Non-stock item,139.18,76.55,section_panel
HANV56,HANVER 5 x 6 SECTION,Non-stock item,206.51,113.58,section_panel
HANV64,HANVER 6 x 4 SECTION,Non-stock item,148.67,81.77,section_panel
HANV66,HANVER 6 x 6 SECTION,Non-stock item,220.73,121.4,section_panel
HANVG43,HANVER GATE 4 x 3 OPEN,Non-stock item,201.16,100.58,gate
HANVG44,HANVER GATE 4 x 4 OPEN,Non-stock item,219.0,109.5,gate
HANVG45,HANVER GATE 4 x 5 OPEN,Non-stock item,238.04,119.02,gate
HANVG53,HANVER GATE 5 x 3 OPEN,Non-stock item,239.54,119.77,gate
HANVG54,HANVER GATE 5 x 4 OPEN,Non-stock item,289.54,144.77,gate
HANVG55,HANVER GATE 5 x 5 OPEN,Non-stock item,289.54,144.77,gate
HANVG63,HANVER GATE 6 x 3 OPEN,Non-stock item,253.0,126.5,gate
HANVG64,HANVER GATE 6 x 4 OPEN,Non-stock item,280.96,140.48,gate
HANVG65,HANVER GATE 6 x 5 OPEN,Non-stock item,308.18,154.09,gate
HCA4,HEAVY CEDAR ARBOR 4' WIDE,Non-stock item,0.0,0.0,wood
HCA42,HEAVY CEDAR ARBOR 42' WIDE,Non-stock item,0.0,0.0,wood
HCA5,HEAVY CEDAR ARBOR 5' WIDE,Non-stock item,0.0,0.0,wood
HCA6,HEAVY CEDAR ARBOR 6' WIDE,Non-stock item,0.0,0.0,wood
HCA8,HEAVY CEDAR ARBOR 8' WIDE,Non-stock item,0.0,0.0,wood
HD150,DRIVE POST,Non-stock item,1.67,0.3,post
HD200,¼ x  2 HAMMER DRIVE,Non-stock item,2.5,0.45,other
HDBC158,1 5/8 in. H.D. BALL CAP,Non-stock item,18.23,5.47,other
HDBC200,2 in. H.D. BALL CAP,Non-stock item,24.53,7.36,other
HDBC250,2 ½ in. H.D. BALL CAP,Non-stock item,33.97,10.19,other
