"ItemID","Description","ItemClass","Category","Material","Style","Color","HeightFt","WidthFt","Retail","Cost"
"5HEP10","HEAVY END POST 5 x 5 x 10 whit","Non-stock item","End Post","","","","5","10","65.96","35.7"
"5HEP11","HEAVY END POST 5 x 5 x 11 whit","Non-stock item","End Post","","","","5","5","72.45","39.27"
"5HEP12","HEAVY END POST 5 x 5 x 12 whit","Non-stock item","End Post","","","","5","12","78.94","42.84"
"5HEP78","HEAVY END POST 5 x 5 x 6-1/2 w","Non-stock item","End Post","","","","5","6","43.24","23.21"
"5HEP78A","HEAVY END POST 5 x 5 x 6-1/2 a","Non-stock item","End Post","","","","5","6","47.46","25.53"
"5HEP78AD","HEAVY END POST 5 x 5 x 6-1/2 a","Non-stock item","End Post","","","","5","6","49.57","26.69"
"5HEP8","HEAVY END POST 5 x 5 x 8 white","Non-stock item","End Post","","","White","5","8","52.98","28.56"
"5HEP8A","HEAVY END POST 5 x 5 x 8 almon","Non-stock item","End Post","","","Almond","5","8","58.17","31.42"
"5HEP8AD","HEAVY END POST 5 x 5 x 8 adobe","Non-stock item","End Post","","","Adobe","5","8","60.77","32.84"
"5HEP9","HEAVY END POST 5 x 5 x 9 white","Non-stock item","End Post","","","White","5","5","59.47","32.13"
"5HEP9A","HEAVY END POST 5 x 5 x 9 almon","Non-stock item","End Post","","","Almond","5","5","65.31","35.34"
"5HEP9AD","HEAVY END POST 5 x 5 x 9 adobe","Non-stock item","End Post","","","Adobe","5","5","68.23","36.95"
"5HLP10","HEAVY LINE POST 5 x 5 x 10 whi","Non-stock item","Line Post","","","","5","10","67.01","35.7"
"5HLP10A","HEAVY LINE POST 5 x 5 x 10 alm","Non-stock item","Line Post","","","Almond","5","10","73.5","39.27"
"5HLP10AD","HEAVY LINE POST 5 x 5 x 10 ado","Non-stock item","Line Post","","","","5","10","76.75","41.06"
"5HLP11","HEAVY LINE POST 5 x 5 x 11 whi","Non-stock item","Line Post","","","","5","5","73.5","39.27"
"5HLP12","HEAVY LINE POST 5 x 5 x 12 whi","Non-stock item","Line Post","","","","5","12","79.99","42.84"
"5HLP12A","HEAVY LINE POST 5 x 5 x 12 alm","Non-stock item","Line Post","","","Almond","5","12","87.78","47.12"
"5HLP12AD","HEAVY LINE POST 5 x 5 x 12 ado","Non-stock item","Line Post","","","","5","12","91.67","49.27"
"5HLP9","HEAVY LINE POST 5 x 5 x 9 whit","Non-stock item","Line Post","","","","5","5","60.52","32.13"
"5HLP9A","HEAVY LINE POST 5 x 5 x 9 almo","Non-stock item","Line Post","","","Almond","5","5","66.36","35.34"
"5HLP9AD","HEAVY LINE POST 5 x 5 x 9 adob","Non-stock item","Line Post","","","","5","5","69.28","36.95"
"5LP10","LINE POST 5 x 5 x 10 white col","Non-stock item","Line Post","","","White","5","10","42.28","22.1"
"5LP10A","LINE POST 5 x 5 x 10 almond c","Non-stock item","Line Post","","","Almond","5","10","46.3","24.31"
"5LP10AD","LINE POST 5 x 5 x 10 adobe col","Non-stock item","Line Post","","","Adobe","5","10","48.31","25.42"
"5LP12","LINE POST 5 x 5 x 12 white col","Non-stock item","Line Post","","","White","5","12","50.32","26.52"
"5LP12A","LINE POST 5 x 5 x 12 almond co","Non-stock item","Line Post","","","Almond","5","12","55.14","29.17"
"5LP12AD","LINE POST 5 x 5 x 12 adobe col","Non-stock item","Line Post","","","Adobe","5","12","57.55","30.5"
"5LP78","LINE POST 5 x 5 x 6-1/2 white","Non-stock item","Line Post","","","White","5","6","28.22","14.37"
"5LP78A","LINE POST 5 x 5 x 6-1/2 almond","Non-stock item","Line Post","","","Almond","5","6","30.83","15.8"
"5LP78AD","LINE POST 5 x 5 x 6-1/2 adobe","Non-stock item","Line Post","","","Adobe","5","6","32.14","16.52"
"5LP78B","5X5X78 END POST BLACK COLOR","Non-stock item","Line Post","","","Black","5","5","65.91","36.25"
"5LP78G","LINE POST 5 x 5 x 6-1/2 Gray c","Non-stock item","Line Post","","","Gray","5","6","30.83","15.8"
"5LP8","LINE POST 5 x 5 x 8 white colo","Non-stock item","Line Post","","","White","5","8","38.26","19.89"
"5LP8A","LINE POST 5 x 5 x 8 almond col","Non-stock item","Line Post","","","Almond","5","8","41.88","21.88"
"5LP8AD","LINE POST 5 x 5 x 8 adobe colo","Non-stock item","Line Post","","","Adobe","5","8","43.69","22.87"
"5LP8G","LINE POST 5 x 5 x 8 Gray color","Non-stock item","Line Post","","","Gray","5","8","37.46","19.45"
"5LP9","LINE POST 5 x 5 x 9 white colo","Non-stock item","Line Post","","","White","5","5","38.26","19.89"
"5LP9A","LINE POST 5 x 5 x 9 almond col","Non-stock item","Line Post","","","Almond","5","5","41.88","21.88"
"5LP9AD","LINE POST 5 x 5 x 9 adobe colo","Non-stock item","Line Post","","","Adobe","5","5","43.69","22.87"
"5LP9B","5X5X9 END POST BLACK COLOR","Non-stock item","Line Post","","","Black","5","5","86.96","47.83"
"5LP9g","LINE POST 5 x 5 x 9 gray color","Non-stock item","Line Post","","","Gray","5","5","41.88","21.88"
"5SKIRT","5 in POST SKIRT #1070","Non-stock item","Skirt","","","","","","19.29","6.75"
"5WINCP78","WINDSOR CORNER POST 5 x 5 x 78","Non-stock item","Corner Post","","","","5","5","32.12","14.59"
"5WINCP8","WINDSOR CORNER POST 5 x 5 x 8","Non-stock item","Corner Post","","","","5","8","43.16","19.89"
"5WINEP78","WINDSOR END POST 5 x 5 x 78","Non-stock item","End Post","","","","5","5","30.93","15.47"
"5WINEP8","WINDSOR END POST 5 x 5 x 8","Non-stock item","End Post","","","","5","8","39.66","19.89"
"5WINHCP9","WINDSOR H.D. CORNER POST 5 x 5","Non-stock item","Corner Post","","","","5","5","66.82","32.13"
"5WINHEP78","WINDSOR H.D. END POST 5 x 5 x","Non-stock item","End Post","","","","5","5","48.24","24.99"
"5WINHEP8","WINDSOR H.D. END POST 5 x 5 x","Non-stock item","End Post","","","","5","5","61.92","32.13"
"5WINHEP9","WINDSOR H.D. END POST 5 x 5 x","Non-stock item","End Post","","","","5","5","62.62","32.13"
"5WINHLP9","WINDSOR H.D. LINE POST 5 x 5 x","Non-stock item","Line Post","","","","5","5","66.82","32.13"
"5WINLP78","WINDSOR LINE POST 5 x 5 x 78","Non-stock item","Line Post","","","","5","5","33.73","15.47"
"5WINLP8","WINDSOR LINE POST 5 x 5 x 8","Non-stock item","Line Post","","","","5","8","43.16","19.89"
"6015","dac gate protector","Non-stock item","Gate","","","","","","30","16.5"
"6035S36","36 in STD PANIC BAR no lock bo","Non-stock item","Other","","","","","","543.64","299"
"6035S48","48 in STD PANIC BAR no lock bo","Non-stock item","Other","","","","","","543.64","299"
"6045S36","36 in SUPERIOR PANIC BAR with","Non-stock item","Other","","","","","","909.09","500"
"6045S48","48 in SUPERIOR PANIC BAR with","Non-stock item","Other","","","","","","909.09","500"
"6047S36","36 in SUPERIOR PANIC BAR with","Non-stock item","Other","","","","","","1027.27","565"
"6047S48","48 in SUPERIOR PANIC BAR with","Non-stock item","Other","","","","","","1027.27","565"
"61SP","6 SPRUCE PICKET ONLY","Non-stock item","Other","Wood","","","","","3.6","1.8"
"681C","6 x 8 CEDAR STOCKADE 3/4 #1","Non-stock item","Section","Wood","","","6","8","242.42","160"
"681S","6 x 8 SPRUCE STOCKADE 3/4 #1","Non-stock item","Section","Wood","","","6","8","104.47","68.95"
"6COM","6D-COMMON NAIL PICKET","Non-stock item","Other","","","","","","2.5","0.75"
"6HEP6","6 x 6 x 6 HEAVY POST ALUMINUM","Non-stock item","End Post","Aluminum","","","6","6","0","0"
"6HEP7","6 x 6 x 7 HEAVY POST ALUMINUM","Non-stock item","End Post","Aluminum","","","6","6","0","0"
"6HEP8","6 x 6 x 8 HEAVY POST ALUMINUM","Non-stock item","End Post","Aluminum","","","6","8","0","0"
"6HEP9","6 x 6 x 9 HEAVY POST ALUMINUM","Non-stock item","End Post","Aluminum","","","6","6","342.58","188.42"
"766038090-01","8""""x90"""" Tapered Pergola Colum","Non-stock item","Other","","","","","","202.22","101.11"
"766058000-01","8"""" Round Tapered Column Trim","Non-stock item","Other","","","","","","90.7","45.35"
"766068000-001","8"""" round column beam mount as","Non-stock item","Other","","","","","","185.06","92.53"
"766078000-00","8"""" Tapered pergola column mou","Non-stock item","Other","","","","","","119.04","59.52"
"7GAZ","7' GAZEBO KIT","Non-stock item","Other","","","","7","","2580","1419"
"881C","8 x 8 CEDAR STOCKADE 3/4 #1","Non-stock item","Section","Wood","","","8","8","359.68","223"
"881S","8 x 8 SPRUCE STOCKADE 3/4 #1","Non-stock item","Section","Wood","","","8","8","200","124"
"8CCA","ACQ POST 4 x 4 x 8'  TREATED","Non-stock item","Other","Wood","","","8","8","26.2","13.1"
"8CCAF","ACQ POST 4 x 4 x 8'  FLAT GOTH","Non-stock item","Other","","","","8","8","31.06","15.53"
"8CCAG","ACQ POST 4 x 4 x 8'  GOTHIC","Non-stock item","Other","","","","8","8","31.06","15.53"
"8CCAH","ACQ POST 4 x 4 x 8'  HEX TOP","Non-stock item","Other","","","","8","8","31.06","15.53"
"8CCAP","ACQ POST 4 x 4 x 8'  POINTED","Non-stock item","Cap","","","","8","8","31.06","15.53"
"8OSH","8 in STRAP HINGE","Non-stock item","Hinge","","","","","","23.58","9.43"
"8TH","8 in BLACK ORNAMENT TEE HINGE","Non-stock item","Hinge","","","Black","","","26.23","10.49"
"8THS","8 in TEE HINGE SPRING LOADED","Non-stock item","Hinge","","","","","","18","7.2"
"955061060-01","6"""" straight round porch colum","Non-stock item","Other","","","","","","73.62","36.81"
"9CCA","ACQ POST 4 x 4 x 9'  TREATED","Non-stock item","Other","Wood","","","4","4","35.78","17.89"
"9CCAF","ACQ POST 4 x 4 x 9'  FLAT GOTH","Non-stock item","Other","","","","4","4","49.28","24.64"
"9CCAG","ACQ POST 4 x 4 x 9'  GOTHIC TO","Non-stock item","Other","","","","4","4","49.28","24.64"
"9CCAH","ACQ POST 4 x 4 x 9'  HEX TOP","Non-stock item","Other","","","","4","4","49.28","24.64"
"9CCAP","ACQ POST 4 x 4 x 9'  POINTED","Non-stock item","Cap","","","","4","4","49.28","24.64"
"ADA104","ADA HANDRAILING 8'8"""" WHITE (J","Non-stock item","Rail","","","White","8","8","94.98","52.24"
"ADAELBOW90","ADA HANDRAILING ELBOW BRACKET","Non-stock item","Rail","","","","","","47.33","26.03"
"ADB410","400 lb face mount adjustable d","Non-stock item","Other","","","","","","76.25","30.5"
"adj","","Non-stock item","Other","","","","","","0","0"
"ADT10","1/2 TON TROLLEY orange type CL","Non-stock item","Other","","","","","","155.13","85.32"
"AGC138","ALUM. 1-3/8 GATE CORNER","Non-stock item","Gate","Aluminum","","","","","7.96","3.58"
"AK-11","LINEAR AK-11 2 CHANNEL DIGITAL","Non-stock item","Other","","","","","","377.2","245.18"
"ALBER4","4 ALBERTSON CUSTOM WOOD","Non-stock item","Other","Wood","","","","","214.29","150"
"ALBER5","5 ALBERTSON CUSTOM WOOD","Non-stock item","Other","Wood","","","","","250","175"
"ALBER6","6 ALBERTSON CUSTOM WOOD","Non-stock item","Other","Wood","","","","","282.8","197.96"
"ALT44","ALTON 4 x 4 SECTION","Non-stock item","Section","","Alton","","4","4","162.11","89.16"
"ALT46","ALTON 4 x 6 SECTION","Non-stock item","Section","","Alton","","4","6","211.33","116.23"
"ALT54","ALTON 5 x 4 SECTION","Non-stock item","Section","","Alton","","5","4","168.65","92.76"
"ALT56","ALTON 5 x 6 SECTION","Non-stock item","Section","","Alton","","5","6","221.67","121.92"
"ALT64","ALTON 6 x 4 SECTION","Non-stock item","Section","","Alton","","6","4","175.2","96.36"
"ALT66","ALTON 6 x 6 SECTION","Non-stock item","Section","","Alton","","6","6","232.02","127.61"
"ALTG43","ALTON GATE 4 x 3 OPEN","Non-stock item","Gate","","Alton","","4","3","327.96","163.98"
"ALTG44","ALTON GATE 4 x 4 OPEN","Non-stock item","Gate","","Alton","","4","4","344.52","172.26"
"ALTG45","ALTON GATE 4 x 5 OPEN","Non-stock item","Gate","","Alton","","4","5","365.64","182.82"
"ALTG53","ALTON GATE 5 x 3 OPEN","Non-stock item","Gate","","Alton","","5","3","342.5","171.25"
"ALTG54","ALTON GATE 5 x 4 OPEN","Non-stock item","Gate","","Alton","","5","4","365.92","182.96"
"ALTG55","ALTON GATE 5 x 5 OPEN","Non-stock item","Gate","","Alton","","5","5","384.82","192.41"
"ALTG63","ALTON GATE 6 x 3 OPEN","Non-stock item","Gate","","Alton","","6","3","359.68","179.84"
"ALTG64","ALTON GATE 6 x 4 OPEN","Non-stock item","Gate","","Alton","","6","4","418.54","209.27"
"ALTG65","ALTON GATE 6 x 5 OPEN","Non-stock item","Gate","","Alton","","6","5","404.6","202.3"
"ALUH2356","ALUM SUPPORT 2 x 3-1/2 x 6' #9","Non-stock item","Rail","Aluminum","","","6","6","22.24","12.9"
"ALUH2358","ALUM SUPPORT 2 x 3-1/2 x 8' #9","Non-stock item","Rail","Aluminum","","","8","8","29.66","17.2"
"ALUI1555","ALUM SUPPORT I 1-1/2 x 5-1/2 x","Non-stock item","Rail","Aluminum","","","","5","17.5","8.75"
"ALUM10","10' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","","10","355.8","177.9"
"ALUM10S","10' ALUMINUM SLATS PER BOX SPE","Non-stock item","Other","Aluminum","","","","10","426.96","213.48"
"ALUM12","12' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","","12","483.72","241.86"
"ALUM12S","12' ALUMINUM SLATS PER BOX SPE","Non-stock item","Other","Aluminum","","","","12","580.46","290.23"
"ALUM4","4' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","4","4","152.24","76.12"
"ALUM4S","4' ALUMINUM SLATS PER BOX SPEC","Non-stock item","Other","Aluminum","","","4","4","182.69","91.34"
"ALUM5","5' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","5","5","205.96","102.98"
"ALUM5S","5' ALUMINUM SLATS PER BOX SPEC","Non-stock item","Other","Aluminum","","","5","5","247.15","123.58"
"ALUM6","6' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","6","6","235.34","117.67"
"ALUM6S","6' ALUMINUM SLATS PER BOX SPEC","Non-stock item","Other","Aluminum","","","6","6","282.41","141.2"
"ALUM7","7' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","7","","279.18","139.59"
"ALUM7S","7' ALUMINUM SLATS PER BOX SPEC","Non-stock item","Other","Aluminum","","","7","","335.02","167.51"
"ALUM8","8' ALUMINUM SLATS PER BOX","Non-stock item","Other","Aluminum","","","8","8","317.86","158.93"
"ALUM8S","8' ALUMINUM SLATS PER BOX SPEC","Non-stock item","Other","Aluminum","","","8","8","381.43","190.72"
"ALUU8","U-CHAN 1-3/4 x 8 ALUM. .063 #9","Non-stock item","Other","Aluminum","","","4","8","20","10"
"AMB44","ALUM POST MOUNT 4 x 4 x 2","Non-stock item","Other","Aluminum","","","4","4","15.74","1.7"
"AMB55","ALUM POST MOUNT 5 x 5 x 2","Non-stock item","Other","Aluminum","","","5","5","18.54","2.02"
"AMITY4","4 AMITYVILLE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","214.29","150"
"AMITY5","5 AMITYVILLE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","250","175"
"AMITY6","6 AMITYVILLE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","282.8","197.96"
"AMITY8","8 AMITYVILLE CUSTOM WOOD","Non-stock item","Other","Wood","","","","","321.43","225"
"ANCHOR","","Non-stock item","Other","","","","","","0","0"
"AP-5","AP-5 receiver Dual gate door c","Non-stock item","Gate","","","","","","137.08","89.1"
"APC138","1-3/8 ALUM. POST CAP","Non-stock item","Cap","Aluminum","","","","","2.45","0.49"
"APC158","1-5/8 ALUM. POST CAP","Non-stock item","Cap","Aluminum","","","","","3.5","0.7"
"APC200","2 in.  ALUM. POST CAP","Non-stock item","Cap","Aluminum","","","","","3.6","0.72"
"APC250","2-12 in.  ALUM. POST CAP","Non-stock item","Cap","Aluminum","","","","","7.1","1.42"
"APC300","3 in. ALUM. POST CAP","Non-stock item","Cap","Aluminum","","","","","10.3","2.06"
"APC400","4 in. ALUM. POST CAP","Non-stock item","Cap","Aluminum","","","","","11.9","2.38"
"APS48","ALUM POST STIFFNER 4 x 4 x 8 #","Non-stock item","Other","Aluminum","","","4","8","104.31","54.24"
"APS55","ALUM POST STIFFNER 5 x 5 PER F","Non-stock item","Other","Aluminum","","","5","5","0","8.07"
"APS565","ALUM POST STIFFNER 5 x 5 x 6-1","Non-stock item","Other","Aluminum","","","5","6","100.88","52.46"
"APS58","ALUM POST STIFFNER 5 x 5 x 8 #","Non-stock item","Other","Aluminum","","","5","8","124.15","64.56"
"AR25PT","Arabian Newel 2-1/2"""" post tri","Non-stock item","Other","","","","","","20.1","9.65"
"AR325PT","Arabian Newel 3-1/4"""" post tri","Non-stock item","Other","","","","","","24.94","11.97"
"AR4PT","Arabian Newel 4"""" post trim","Non-stock item","Other","","","","","","34.88","16.74"
"ARAHB","1 pack American Adjustable Hor","Non-stock item","Other","","","","","","114.31","54.87"
"ARASB","1 pack American Adjustable Sta","Non-stock item","Other","","","","","","114.31","54.87"
"ARB","1 pack American Straigt Bracke","Non-stock item","Other","","","","","","59.54","28.58"
"ARB36","36 x 6' American Straight Rail","Non-stock item","Rail","","","","6","6","383.04","183.86"
"ARB38","36 x 8' American Straight Rail","Non-stock item","Rail","","","","8","8","490.31","235.35"
"ARB426","42 x 6' American Straight Rail","Non-stock item","Rail","","","","6","6","428.98","205.91"
"ARB428","42 x 8' American Straight Rail","Non-stock item","Rail","","","","8","8","549.15","263.59"
"ARBS36","36 x 6' American Stair Rail -","Non-stock item","Rail","","","","6","6","382","183.36"
"ARBS38","36 x 8' American Stair Rail -","Non-stock item","Rail","","","","8","8","490.31","235.35"
"ARBS426","42 x 6' Arabian Stair Rail - B","Non-stock item","Rail","","","","6","6","0","0"
"ARBS428","42 x 8' Arabian Stair Rail - B","Non-stock item","Rail","","","","8","8","0","0"
"ARD36","36 x 6' Arabian Straight Rail","Non-stock item","Rail","","","","6","6","0","0"
"ARD38","36 x 8' Arabian Straight Rail","Non-stock item","Rail","","","","8","8","0","0"
"ARD426","42 x 6' Arabian Straight Rail","Non-stock item","Rail","","","","6","6","0","0"
"ARD428","42 x 8' Arabian Straight Rail","Non-stock item","Rail","","","","8","8","0","0"
"ARDS36","36 x 6' Arabian Stair Rail - D","Non-stock item","Rail","","","","6","6","0","0"
"ARDS38","36 x 8' Arabian Stair Rail - D","Non-stock item","Rail","","","","8","8","0","0"
"ARDS426","42 x 6' Arabian Stair Rail - D","Non-stock item","Rail","","","","6","6","0","0"
"ARDS428","42 x 8' Arabian Stair Rail - D","Non-stock item","Rail","","","","8","8","0","0"
"ARE138","1-3/8 ALUM. RAIL END","Non-stock item","Rail","Aluminum","","","","","3.1","0.62"
"ARE158","1-5/8 ALUM. RAIL END","Non-stock item","Rail","Aluminum","","","","","5.65","1.13"
"ARES1500","Bft ares 1500 slide gate opera","Non-stock item","Gate","","","","","","1384.62","900"
"ARG33","Arabian Gate 3' x 36"""" exact","Non-stock item","Gate","","","","3","3","0","0"
"ARG34","Arabian Gate 3' x 48"""" exact","Non-stock item","Gate","","","","3","4","0","0"
"ARG423","Arabian Gate 42"""" x 36"""" exact","Non-stock item","Gate","","","","","3","0","0"
"ARG424","Arabian Gate 42"""" x 48"""" exact","Non-stock item","Gate","","","","","4","0","0"
"ARL46","ARLINGTON 4 x 6 SECTION","Non-stock item","Section","","Arlington","","4","6","180.32","90.16"
"ARL56","ARLINGTON 5 x 6 SECTION","Non-stock item","Section","","Arlington","","5","6","189.68","94.84"
"ARL66","ARLINGTON 6 x 6 SECTION","Non-stock item","Section","","Arlington","","6","6","176.86","88.43"
"ARLG43","ARLINGTON GATE 4 x 3 OPEN","Non-stock item","Gate","","Arlington","","4","3","218.5","109.25"
"ARLG44","ARLINGTON GATE 4 x 4 OPEN","Non-stock item","Gate","","Arlington","","4","4","233.38","116.69"
"ARLG45","ARLINGTON GATE 4 x 5 OPEN","Non-stock item","Gate","","Arlington","","4","5","247.54","123.77"
"ARLG53","ARLINGTON GATE 5 x 3 OPEN","Non-stock item","Gate","","Arlington","","5","3","236.96","118.48"
"ARLG54","ARLINGTON GATE 5 x 4 OPEN","Non-stock item","Gate","","Arlington","","5","4","245.34","122.67"
"ARLG55","ARLINGTON GATE 5 x 5 OPEN","Non-stock item","Gate","","Arlington","","5","5","260.98","130.49"
"ARLG63","ARLINGTON GATE 6 x 3 OPEN","Non-stock item","Gate","","Arlington","","6","3","240.38","120.19"
"ARLG64","ARLINGTON GATE 6 x 4 OPEN","Non-stock item","Gate","","Arlington","","6","4","258.22","129.11"
